transaction_id,transaction_date,customer_id,product_category,region,status,amount,is_approved,is_refunded,reporting_date
TXN-00547,2025-02-08,5075,Invoices,Asia Pacific,refunded,1117.64,0,1,2025-02-08
TXN-00777,2025-02-08,2889,Invoices,Europe,approved,1813.24,1,0,2025-02-08
TXN-00795,2025-02-08,7429,Billing,Latin America,refunded,895.24,0,1,2025-02-08
TXN-00954,2025-02-08,5229,Invoices,Asia Pacific,failed,940.24,0,0,2025-02-08
TXN-00994,2025-02-08,6493,Subscriptions,Europe,refunded,721.95,0,1,2025-02-08
TXN-01059,2025-02-08,1279,Subscriptions,Middle East,failed,1096.25,0,0,2025-02-08
TXN-01153,2025-02-08,9894,Billing,North America,approved,457.92,1,0,2025-02-08
TXN-01333,2025-02-08,3701,Billing,Latin America,approved,1047.59,1,0,2025-02-08
TXN-01437,2025-02-08,7907,Risk,North America,failed,66.41,0,0,2025-02-08
TXN-01444,2025-02-08,2690,Invoices,Asia Pacific,approved,1690.57,1,0,2025-02-08
TXN-01496,2025-02-08,6678,Risk,Europe,failed,1636.13,0,0,2025-02-08
TXN-00004,2025-02-09,3902,Billing,Asia Pacific,approved,1880.77,1,0,2025-02-09
TXN-00030,2025-02-09,9268,Billing,Middle East,approved,2404.96,1,0,2025-02-09
TXN-00082,2025-02-09,2946,Billing,Latin America,approved,1556.1,1,0,2025-02-09
TXN-00091,2025-02-09,7622,Subscriptions,Asia Pacific,approved,1709.57,1,0,2025-02-09
TXN-00121,2025-02-09,3384,Risk,Asia Pacific,approved,932.86,1,0,2025-02-09
TXN-00140,2025-02-09,3458,Invoices,Latin America,approved,644.38,1,0,2025-02-09
TXN-00155,2025-02-09,2406,Payments,North America,approved,942.18,1,0,2025-02-09
TXN-00285,2025-02-09,7544,Invoices,Latin America,approved,318.81,1,0,2025-02-09
TXN-00298,2025-02-09,2671,Billing,North America,failed,670.04,0,0,2025-02-09
TXN-00354,2025-02-09,2442,Risk,North America,failed,771.53,0,0,2025-02-09
TXN-00407,2025-02-09,3664,Subscriptions,Europe,refunded,2270.16,0,1,2025-02-09
TXN-00435,2025-02-09,2320,Subscriptions,Europe,refunded,2297.81,0,1,2025-02-09
TXN-00621,2025-02-09,7921,Billing,Latin America,approved,717.17,1,0,2025-02-09
TXN-00633,2025-02-09,5674,Payments,Middle East,approved,570.44,1,0,2025-02-09
TXN-00756,2025-02-09,7174,Subscriptions,Europe,failed,999.71,0,0,2025-02-09
TXN-00800,2025-02-09,9036,Payments,Latin America,refunded,716.56,0,1,2025-02-09
TXN-00935,2025-02-09,5053,Payments,Middle East,approved,2492.3,1,0,2025-02-09
TXN-01039,2025-02-09,5777,Subscriptions,Latin America,failed,350.71,0,0,2025-02-09
TXN-01100,2025-02-09,4501,Subscriptions,Asia Pacific,failed,1940.81,0,0,2025-02-09
TXN-01220,2025-02-09,2470,Payments,Middle East,approved,1556.87,1,0,2025-02-09
TXN-01293,2025-02-09,7498,Invoices,Europe,approved,797.42,1,0,2025-02-09
TXN-01418,2025-02-09,9510,Payments,Europe,approved,1868.24,1,0,2025-02-09
TXN-00020,2025-02-10,5146,Risk,Middle East,refunded,1580.31,0,1,2025-02-10
TXN-00031,2025-02-10,1808,Risk,North America,failed,221.59,0,0,2025-02-10
TXN-00047,2025-02-10,7186,Risk,Middle East,approved,1625.79,1,0,2025-02-10
TXN-00186,2025-02-10,5681,Billing,Asia Pacific,failed,666.24,0,0,2025-02-10
TXN-00214,2025-02-10,7600,Billing,Middle East,approved,691.88,1,0,2025-02-10
TXN-00219,2025-02-10,4716,Billing,Middle East,approved,1085.91,1,0,2025-02-10
TXN-00267,2025-02-10,5538,Risk,Middle East,refunded,634.02,0,1,2025-02-10
TXN-00506,2025-02-10,2161,Billing,Latin America,approved,185.92,1,0,2025-02-10
TXN-00689,2025-02-10,5155,Billing,Latin America,refunded,748.0,0,1,2025-02-10
TXN-00792,2025-02-10,3893,Payments,Latin America,failed,83.78,0,0,2025-02-10
TXN-00833,2025-02-10,3415,Billing,Europe,approved,2126.15,1,0,2025-02-10
TXN-00869,2025-02-10,2460,Subscriptions,Asia Pacific,refunded,1122.03,0,1,2025-02-10
TXN-00883,2025-02-10,9260,Invoices,Europe,refunded,821.65,0,1,2025-02-10
TXN-00923,2025-02-10,1934,Invoices,North America,approved,96.94,1,0,2025-02-10
TXN-01057,2025-02-10,8185,Billing,North America,approved,1027.42,1,0,2025-02-10
TXN-01092,2025-02-10,4406,Payments,Middle East,approved,1068.2,1,0,2025-02-10
TXN-01184,2025-02-10,8297,Billing,Middle East,approved,634.76,1,0,2025-02-10
TXN-01263,2025-02-10,4279,Subscriptions,North America,refunded,518.87,0,1,2025-02-10
TXN-01319,2025-02-10,2147,Billing,Europe,approved,697.85,1,0,2025-02-10
TXN-01331,2025-02-10,9305,Payments,Europe,approved,444.41,1,0,2025-02-10
TXN-01368,2025-02-10,2417,Payments,Latin America,approved,1919.09,1,0,2025-02-10
TXN-01373,2025-02-10,8363,Subscriptions,Asia Pacific,approved,1084.81,1,0,2025-02-10
TXN-01458,2025-02-10,5376,Payments,Asia Pacific,refunded,2325.41,0,1,2025-02-10
TXN-01473,2025-02-10,6380,Invoices,Middle East,approved,255.92,1,0,2025-02-10
TXN-00073,2025-02-11,7606,Subscriptions,Middle East,refunded,1350.48,0,1,2025-02-11
TXN-00114,2025-02-11,7237,Billing,Middle East,refunded,865.84,0,1,2025-02-11
TXN-00176,2025-02-11,9849,Invoices,Europe,approved,1404.54,1,0,2025-02-11
TXN-00205,2025-02-11,9278,Subscriptions,Asia Pacific,approved,181.66,1,0,2025-02-11
TXN-00222,2025-02-11,7674,Subscriptions,Latin America,approved,371.01,1,0,2025-02-11
TXN-00231,2025-02-11,8007,Billing,Latin America,approved,227.48,1,0,2025-02-11
TXN-00335,2025-02-11,4690,Payments,Latin America,approved,1354.95,1,0,2025-02-11
TXN-00485,2025-02-11,6735,Invoices,North America,refunded,177.24,0,1,2025-02-11
TXN-00537,2025-02-11,6252,Payments,Latin America,approved,2275.39,1,0,2025-02-11
TXN-00612,2025-02-11,7071,Risk,Asia Pacific,approved,1359.2,1,0,2025-02-11
TXN-00647,2025-02-11,2587,Risk,Middle East,approved,459.05,1,0,2025-02-11
TXN-00710,2025-02-11,2244,Billing,North America,approved,2063.01,1,0,2025-02-11
TXN-00798,2025-02-11,5420,Payments,Asia Pacific,refunded,638.1,0,1,2025-02-11
TXN-00871,2025-02-11,1395,Payments,Asia Pacific,approved,546.24,1,0,2025-02-11
TXN-00905,2025-02-11,4455,Billing,North America,refunded,1047.66,0,1,2025-02-11
TXN-00916,2025-02-11,5375,Payments,Europe,failed,1027.21,0,0,2025-02-11
TXN-00939,2025-02-11,8597,Risk,Middle East,refunded,2142.87,0,1,2025-02-11
TXN-01213,2025-02-11,9459,Invoices,Middle East,approved,1221.03,1,0,2025-02-11
TXN-01248,2025-02-11,8279,Payments,Europe,failed,1183.16,0,0,2025-02-11
TXN-00054,2025-02-12,6571,Subscriptions,Middle East,approved,453.74,1,0,2025-02-12
TXN-00070,2025-02-12,9860,Payments,Europe,failed,2103.95,0,0,2025-02-12
TXN-00076,2025-02-12,3865,Risk,Asia Pacific,approved,1367.01,1,0,2025-02-12
TXN-00109,2025-02-12,3126,Billing,Latin America,refunded,1768.55,0,1,2025-02-12
TXN-00124,2025-02-12,1149,Risk,North America,approved,308.5,1,0,2025-02-12
TXN-00277,2025-02-12,3990,Payments,Europe,approved,1633.39,1,0,2025-02-12
TXN-00290,2025-02-12,7780,Payments,Middle East,failed,2055.67,0,0,2025-02-12
TXN-00367,2025-02-12,1998,Risk,Middle East,failed,1477.87,0,0,2025-02-12
TXN-00474,2025-02-12,4072,Billing,Asia Pacific,failed,390.51,0,0,2025-02-12
TXN-00519,2025-02-12,7475,Risk,Asia Pacific,approved,1984.77,1,0,2025-02-12
TXN-00709,2025-02-12,3110,Invoices,Middle East,approved,121.9,1,0,2025-02-12
TXN-00944,2025-02-12,2910,Billing,Latin America,approved,2137.77,1,0,2025-02-12
TXN-00973,2025-02-12,4732,Payments,Asia Pacific,approved,675.66,1,0,2025-02-12
TXN-00974,2025-02-12,2862,Subscriptions,North America,refunded,1534.99,0,1,2025-02-12
TXN-01075,2025-02-12,7955,Subscriptions,Asia Pacific,refunded,1034.09,0,1,2025-02-12
TXN-01102,2025-02-12,2930,Billing,Latin America,failed,1831.11,0,0,2025-02-12
TXN-01202,2025-02-12,8151,Risk,Europe,approved,1857.13,1,0,2025-02-12
TXN-01420,2025-02-12,4404,Payments,Latin America,refunded,836.21,0,1,2025-02-12
TXN-01431,2025-02-12,2567,Billing,Latin America,failed,1648.15,0,0,2025-02-12
TXN-01499,2025-02-12,4914,Subscriptions,Asia Pacific,approved,266.32,1,0,2025-02-12
TXN-00276,2025-02-13,2179,Billing,North America,approved,2367.76,1,0,2025-02-13
TXN-00282,2025-02-13,4054,Risk,Middle East,approved,894.1,1,0,2025-02-13
TXN-00444,2025-02-13,1270,Subscriptions,Latin America,failed,2091.35,0,0,2025-02-13
TXN-00622,2025-02-13,9575,Subscriptions,Asia Pacific,failed,305.88,0,0,2025-02-13
TXN-00644,2025-02-13,6491,Invoices,Middle East,approved,1636.95,1,0,2025-02-13
TXN-00729,2025-02-13,3606,Subscriptions,North America,approved,2072.96,1,0,2025-02-13
TXN-00768,2025-02-13,7549,Risk,Asia Pacific,approved,753.37,1,0,2025-02-13
TXN-00785,2025-02-13,7130,Billing,Latin America,approved,1262.87,1,0,2025-02-13
TXN-01031,2025-02-13,9240,Invoices,Middle East,failed,778.45,0,0,2025-02-13
TXN-01101,2025-02-13,8768,Payments,Europe,approved,512.2,1,0,2025-02-13
TXN-01146,2025-02-13,1049,Subscriptions,North America,approved,1207.46,1,0,2025-02-13
TXN-00055,2025-02-14,5119,Risk,Asia Pacific,failed,60.16,0,0,2025-02-14
TXN-00183,2025-02-14,1316,Risk,Asia Pacific,approved,1280.31,1,0,2025-02-14
TXN-00185,2025-02-14,4225,Risk,Middle East,approved,1247.76,1,0,2025-02-14
TXN-00203,2025-02-14,7137,Risk,Middle East,approved,2361.48,1,0,2025-02-14
TXN-00235,2025-02-14,8749,Invoices,Latin America,refunded,936.48,0,1,2025-02-14
TXN-00252,2025-02-14,8987,Risk,North America,approved,899.22,1,0,2025-02-14
TXN-00284,2025-02-14,9593,Payments,Asia Pacific,approved,1369.89,1,0,2025-02-14
TXN-00405,2025-02-14,3997,Subscriptions,North America,failed,1456.37,0,0,2025-02-14
TXN-00453,2025-02-14,1645,Invoices,Asia Pacific,failed,273.48,0,0,2025-02-14
TXN-00563,2025-02-14,2345,Invoices,Asia Pacific,approved,653.89,1,0,2025-02-14
TXN-00651,2025-02-14,3952,Payments,North America,approved,1997.04,1,0,2025-02-14
TXN-00718,2025-02-14,9986,Subscriptions,Asia Pacific,refunded,1649.73,0,1,2025-02-14
TXN-01018,2025-02-14,5734,Payments,Asia Pacific,refunded,1428.42,0,1,2025-02-14
TXN-01116,2025-02-14,7019,Invoices,Asia Pacific,failed,297.02,0,0,2025-02-14
TXN-01120,2025-02-14,9508,Payments,North America,approved,1591.98,1,0,2025-02-14
TXN-01162,2025-02-14,7973,Subscriptions,Europe,refunded,1169.37,0,1,2025-02-14
TXN-01244,2025-02-14,9524,Payments,Middle East,approved,894.85,1,0,2025-02-14
TXN-01353,2025-02-14,2026,Invoices,Europe,approved,66.77,1,0,2025-02-14
TXN-01356,2025-02-14,1696,Billing,Middle East,approved,1131.84,1,0,2025-02-14
TXN-01477,2025-02-14,5448,Billing,Latin America,failed,352.71,0,0,2025-02-14
TXN-01492,2025-02-14,6740,Payments,Middle East,refunded,740.25,0,1,2025-02-14
TXN-00021,2025-02-15,8774,Subscriptions,Latin America,approved,2350.28,1,0,2025-02-15
TXN-00115,2025-02-15,1541,Subscriptions,Middle East,approved,2373.64,1,0,2025-02-15
TXN-00159,2025-02-15,8550,Risk,Middle East,refunded,1372.07,0,1,2025-02-15
TXN-00180,2025-02-15,5630,Payments,North America,failed,2275.74,0,0,2025-02-15
TXN-00406,2025-02-15,3202,Subscriptions,Asia Pacific,failed,25.75,0,0,2025-02-15
TXN-00420,2025-02-15,5767,Subscriptions,Middle East,approved,1154.27,1,0,2025-02-15
TXN-00445,2025-02-15,4420,Billing,North America,approved,706.69,1,0,2025-02-15
TXN-00556,2025-02-15,4296,Invoices,Latin America,approved,322.81,1,0,2025-02-15
TXN-00629,2025-02-15,1577,Billing,Asia Pacific,approved,2241.75,1,0,2025-02-15
TXN-00667,2025-02-15,3844,Invoices,Asia Pacific,approved,1341.44,1,0,2025-02-15
TXN-00876,2025-02-15,9912,Risk,Asia Pacific,approved,1560.9,1,0,2025-02-15
TXN-00897,2025-02-15,9518,Invoices,Latin America,approved,2296.81,1,0,2025-02-15
TXN-00940,2025-02-15,1594,Invoices,Middle East,failed,1824.2,0,0,2025-02-15
TXN-01008,2025-02-15,6575,Risk,North America,refunded,2473.71,0,1,2025-02-15
TXN-01051,2025-02-15,6890,Subscriptions,Asia Pacific,failed,1097.76,0,0,2025-02-15
TXN-01053,2025-02-15,2951,Risk,Asia Pacific,refunded,124.7,0,1,2025-02-15
TXN-01091,2025-02-15,1634,Risk,North America,refunded,2198.53,0,1,2025-02-15
TXN-01152,2025-02-15,8907,Invoices,Asia Pacific,approved,728.35,1,0,2025-02-15
TXN-01217,2025-02-15,4902,Invoices,North America,refunded,932.42,0,1,2025-02-15
TXN-01241,2025-02-15,2671,Subscriptions,Asia Pacific,approved,27.13,1,0,2025-02-15
TXN-01379,2025-02-15,8839,Payments,Asia Pacific,approved,2292.57,1,0,2025-02-15
TXN-01490,2025-02-15,4853,Subscriptions,Middle East,approved,1416.42,1,0,2025-02-15
TXN-00017,2025-02-16,5343,Invoices,Europe,approved,1286.26,1,0,2025-02-16
TXN-00296,2025-02-16,2818,Risk,North America,refunded,656.9,0,1,2025-02-16
TXN-00344,2025-02-16,8611,Risk,North America,refunded,474.27,0,1,2025-02-16
TXN-00366,2025-02-16,4643,Risk,Middle East,approved,677.01,1,0,2025-02-16
TXN-00449,2025-02-16,1014,Risk,Europe,approved,445.76,1,0,2025-02-16
TXN-00549,2025-02-16,7757,Subscriptions,Europe,approved,1337.27,1,0,2025-02-16
TXN-00608,2025-02-16,2247,Risk,Latin America,failed,791.58,0,0,2025-02-16
TXN-00701,2025-02-16,4293,Payments,Middle East,failed,2107.18,0,0,2025-02-16
TXN-00717,2025-02-16,5054,Subscriptions,Asia Pacific,approved,422.17,1,0,2025-02-16
TXN-00803,2025-02-16,6128,Billing,North America,approved,14.06,1,0,2025-02-16
TXN-01000,2025-02-16,9366,Invoices,North America,failed,285.9,0,0,2025-02-16
TXN-01010,2025-02-16,2097,Payments,Latin America,refunded,2330.96,0,1,2025-02-16
TXN-01015,2025-02-16,1930,Subscriptions,Middle East,approved,1101.63,1,0,2025-02-16
TXN-01165,2025-02-16,2933,Risk,Middle East,refunded,816.71,0,1,2025-02-16
TXN-01207,2025-02-16,7354,Billing,Middle East,failed,2148.1,0,0,2025-02-16
TXN-01296,2025-02-16,9240,Billing,Europe,approved,2497.24,1,0,2025-02-16
TXN-01442,2025-02-16,9429,Subscriptions,Middle East,refunded,1707.21,0,1,2025-02-16
TXN-01460,2025-02-16,5301,Risk,Latin America,refunded,192.22,0,1,2025-02-16
TXN-00011,2025-02-17,3999,Subscriptions,Europe,approved,2470.56,1,0,2025-02-17
TXN-00351,2025-02-17,1736,Payments,Latin America,approved,744.65,1,0,2025-02-17
TXN-00488,2025-02-17,2907,Billing,Latin America,approved,2171.71,1,0,2025-02-17
TXN-00507,2025-02-17,4906,Billing,Middle East,failed,85.9,0,0,2025-02-17
TXN-00578,2025-02-17,4960,Billing,North America,approved,1856.2,1,0,2025-02-17
TXN-00656,2025-02-17,5407,Invoices,Latin America,failed,1492.91,0,0,2025-02-17
TXN-00679,2025-02-17,6635,Invoices,North America,failed,599.78,0,0,2025-02-17
TXN-00712,2025-02-17,7968,Billing,North America,approved,1042.74,1,0,2025-02-17
TXN-00747,2025-02-17,6180,Invoices,Middle East,approved,1202.51,1,0,2025-02-17
TXN-00893,2025-02-17,6553,Invoices,Latin America,approved,1189.68,1,0,2025-02-17
TXN-00995,2025-02-17,4767,Invoices,Asia Pacific,refunded,188.25,0,1,2025-02-17
TXN-00997,2025-02-17,8209,Payments,Asia Pacific,approved,1113.51,1,0,2025-02-17
TXN-01074,2025-02-17,4523,Billing,Asia Pacific,approved,1763.04,1,0,2025-02-17
TXN-01147,2025-02-17,6109,Invoices,Latin America,failed,559.99,0,0,2025-02-17
TXN-01164,2025-02-17,5468,Subscriptions,Middle East,refunded,2353.52,0,1,2025-02-17
TXN-01195,2025-02-17,9413,Invoices,Middle East,refunded,1333.45,0,1,2025-02-17
TXN-01299,2025-02-17,7370,Payments,Middle East,approved,406.2,1,0,2025-02-17
TXN-01311,2025-02-17,5621,Invoices,Asia Pacific,failed,429.86,0,0,2025-02-17
TXN-01392,2025-02-17,6116,Billing,Middle East,approved,1411.77,1,0,2025-02-17
TXN-00289,2025-02-18,5255,Payments,Europe,approved,953.32,1,0,2025-02-18
TXN-00305,2025-02-18,2151,Payments,Asia Pacific,approved,2072.2,1,0,2025-02-18
TXN-00539,2025-02-18,9890,Invoices,Latin America,approved,2485.75,1,0,2025-02-18
TXN-00561,2025-02-18,9047,Payments,Middle East,refunded,1305.68,0,1,2025-02-18
TXN-00606,2025-02-18,3476,Payments,Asia Pacific,approved,1731.97,1,0,2025-02-18
TXN-00648,2025-02-18,9422,Risk,Latin America,failed,1893.72,0,0,2025-02-18
TXN-00877,2025-02-18,8682,Risk,North America,approved,2125.16,1,0,2025-02-18
TXN-00917,2025-02-18,6571,Payments,Europe,approved,2029.14,1,0,2025-02-18
TXN-00927,2025-02-18,2419,Invoices,Latin America,approved,287.3,1,0,2025-02-18
TXN-00931,2025-02-18,2190,Risk,Latin America,approved,2360.85,1,0,2025-02-18
TXN-01140,2025-02-18,8668,Invoices,Latin America,approved,2499.29,1,0,2025-02-18
TXN-01259,2025-02-18,4237,Risk,Middle East,approved,1757.69,1,0,2025-02-18
TXN-01335,2025-02-18,4492,Billing,Europe,approved,2333.36,1,0,2025-02-18
TXN-01341,2025-02-18,4941,Payments,Asia Pacific,failed,1036.45,0,0,2025-02-18
TXN-01380,2025-02-18,9793,Billing,North America,approved,2441.68,1,0,2025-02-18
TXN-00029,2025-02-19,1185,Subscriptions,Middle East,approved,1897.47,1,0,2025-02-19
TXN-00034,2025-02-19,2694,Payments,Asia Pacific,failed,573.21,0,0,2025-02-19
TXN-00057,2025-02-19,9069,Billing,North America,approved,1668.59,1,0,2025-02-19
TXN-00132,2025-02-19,9074,Invoices,Europe,approved,2287.35,1,0,2025-02-19
TXN-00229,2025-02-19,4999,Risk,North America,approved,1238.78,1,0,2025-02-19
TXN-00295,2025-02-19,5301,Payments,Europe,approved,1206.59,1,0,2025-02-19
TXN-00308,2025-02-19,5332,Payments,Latin America,approved,2384.02,1,0,2025-02-19
TXN-00330,2025-02-19,9840,Billing,Middle East,refunded,1132.23,0,1,2025-02-19
TXN-00331,2025-02-19,4193,Risk,Europe,approved,929.98,1,0,2025-02-19
TXN-00456,2025-02-19,4603,Billing,North America,approved,1880.19,1,0,2025-02-19
TXN-00655,2025-02-19,7341,Risk,Latin America,approved,1176.16,1,0,2025-02-19
TXN-00755,2025-02-19,3655,Payments,Europe,refunded,335.31,0,1,2025-02-19
TXN-00762,2025-02-19,9993,Invoices,North America,approved,1294.17,1,0,2025-02-19
TXN-00789,2025-02-19,9427,Billing,Europe,approved,362.16,1,0,2025-02-19
TXN-00807,2025-02-19,3932,Payments,Europe,approved,1926.68,1,0,2025-02-19
TXN-00879,2025-02-19,9888,Payments,Middle East,approved,495.91,1,0,2025-02-19
TXN-00983,2025-02-19,2622,Risk,Europe,failed,864.72,0,0,2025-02-19
TXN-00992,2025-02-19,3382,Risk,Asia Pacific,failed,571.84,0,0,2025-02-19
TXN-01222,2025-02-19,7014,Invoices,Middle East,refunded,186.29,0,1,2025-02-19
TXN-01258,2025-02-19,6707,Payments,Middle East,refunded,1630.44,0,1,2025-02-19
TXN-01323,2025-02-19,2142,Invoices,Latin America,failed,1137.35,0,0,2025-02-19
TXN-01365,2025-02-19,1780,Invoices,Latin America,failed,300.59,0,0,2025-02-19
TXN-01497,2025-02-19,3714,Subscriptions,Latin America,refunded,1278.38,0,1,2025-02-19
TXN-00079,2025-02-20,2016,Subscriptions,Europe,approved,2339.66,1,0,2025-02-20
TXN-00113,2025-02-20,7031,Payments,Asia Pacific,approved,1693.02,1,0,2025-02-20
TXN-00126,2025-02-20,9936,Billing,Europe,approved,1036.65,1,0,2025-02-20
TXN-00131,2025-02-20,6153,Subscriptions,North America,approved,1796.52,1,0,2025-02-20
TXN-00134,2025-02-20,8922,Payments,North America,approved,1164.43,1,0,2025-02-20
TXN-00158,2025-02-20,8864,Billing,Middle East,refunded,2204.27,0,1,2025-02-20
TXN-00706,2025-02-20,8176,Invoices,Middle East,approved,842.34,1,0,2025-02-20
TXN-00980,2025-02-20,2212,Payments,Middle East,approved,1030.97,1,0,2025-02-20
TXN-01003,2025-02-20,7777,Payments,North America,failed,916.63,0,0,2025-02-20
TXN-01029,2025-02-20,1777,Risk,North America,approved,696.41,1,0,2025-02-20
TXN-01084,2025-02-20,6928,Risk,North America,approved,1852.96,1,0,2025-02-20
TXN-01129,2025-02-20,6548,Invoices,Middle East,approved,974.88,1,0,2025-02-20
TXN-01189,2025-02-20,6742,Payments,Asia Pacific,approved,1582.85,1,0,2025-02-20
TXN-01387,2025-02-20,9395,Subscriptions,Latin America,refunded,147.93,0,1,2025-02-20
TXN-01412,2025-02-20,1815,Invoices,Europe,approved,2349.42,1,0,2025-02-20
TXN-01434,2025-02-20,4912,Payments,Europe,refunded,1687.99,0,1,2025-02-20
TXN-00116,2025-02-21,2556,Invoices,Middle East,approved,817.07,1,0,2025-02-21
TXN-00129,2025-02-21,4493,Invoices,Asia Pacific,approved,59.75,1,0,2025-02-21
TXN-00288,2025-02-21,1890,Subscriptions,North America,approved,2118.62,1,0,2025-02-21
TXN-00437,2025-02-21,4352,Subscriptions,Latin America,failed,269.3,0,0,2025-02-21
TXN-00535,2025-02-21,9874,Payments,North America,failed,2242.55,0,0,2025-02-21
TXN-00570,2025-02-21,4773,Subscriptions,Latin America,approved,998.42,1,0,2025-02-21
TXN-00708,2025-02-21,8551,Risk,Asia Pacific,approved,1464.32,1,0,2025-02-21
TXN-00922,2025-02-21,7820,Risk,Latin America,approved,773.14,1,0,2025-02-21
TXN-00978,2025-02-21,2585,Billing,Asia Pacific,approved,655.62,1,0,2025-02-21
TXN-01344,2025-02-21,5345,Subscriptions,North America,refunded,917.25,0,1,2025-02-21
TXN-01455,2025-02-21,3491,Risk,Asia Pacific,refunded,433.61,0,1,2025-02-21
TXN-00228,2025-02-22,6128,Subscriptions,Latin America,refunded,357.1,0,1,2025-02-22
TXN-00242,2025-02-22,7691,Subscriptions,Middle East,approved,1063.49,1,0,2025-02-22
TXN-00260,2025-02-22,6228,Invoices,Asia Pacific,failed,1534.44,0,0,2025-02-22
TXN-00266,2025-02-22,9417,Risk,North America,approved,1375.18,1,0,2025-02-22
TXN-00424,2025-02-22,4910,Subscriptions,Asia Pacific,refunded,744.7,0,1,2025-02-22
TXN-00597,2025-02-22,9456,Subscriptions,Asia Pacific,failed,1917.42,0,0,2025-02-22
TXN-00677,2025-02-22,1947,Subscriptions,Europe,failed,475.0,0,0,2025-02-22
TXN-00786,2025-02-22,8488,Invoices,Middle East,failed,234.24,0,0,2025-02-22
TXN-00930,2025-02-22,3436,Risk,Latin America,refunded,2187.84,0,1,2025-02-22
TXN-00966,2025-02-22,2759,Billing,Middle East,failed,492.54,0,0,2025-02-22
TXN-00985,2025-02-22,4093,Billing,Middle East,failed,2274.16,0,0,2025-02-22
TXN-01118,2025-02-22,1473,Payments,North America,refunded,602.28,0,1,2025-02-22
TXN-01156,2025-02-22,6085,Payments,Europe,approved,1434.69,1,0,2025-02-22
TXN-01161,2025-02-22,4912,Invoices,North America,approved,310.24,1,0,2025-02-22
TXN-01415,2025-02-22,4664,Invoices,Middle East,approved,1625.63,1,0,2025-02-22
TXN-00270,2025-02-23,2770,Billing,North America,refunded,1805.96,0,1,2025-02-23
TXN-00394,2025-02-23,7391,Payments,North America,approved,963.66,1,0,2025-02-23
TXN-00455,2025-02-23,9737,Billing,Europe,approved,1867.99,1,0,2025-02-23
TXN-00468,2025-02-23,5218,Subscriptions,Europe,approved,187.21,1,0,2025-02-23
TXN-00520,2025-02-23,5149,Billing,Asia Pacific,approved,1894.77,1,0,2025-02-23
TXN-00531,2025-02-23,6001,Subscriptions,Europe,approved,28.3,1,0,2025-02-23
TXN-00548,2025-02-23,5782,Billing,Asia Pacific,refunded,1477.33,0,1,2025-02-23
TXN-00665,2025-02-23,9589,Invoices,Europe,refunded,649.98,0,1,2025-02-23
TXN-00688,2025-02-23,3320,Billing,North America,approved,598.36,1,0,2025-02-23
TXN-00698,2025-02-23,8744,Invoices,Latin America,refunded,1228.5,0,1,2025-02-23
TXN-00720,2025-02-23,2733,Subscriptions,Europe,refunded,596.33,0,1,2025-02-23
TXN-00915,2025-02-23,4347,Risk,Europe,approved,1452.34,1,0,2025-02-23
TXN-00981,2025-02-23,6863,Invoices,Latin America,approved,797.99,1,0,2025-02-23
TXN-01188,2025-02-23,6078,Subscriptions,Europe,approved,1813.66,1,0,2025-02-23
TXN-01318,2025-02-23,8804,Invoices,Latin America,failed,900.15,0,0,2025-02-23
TXN-01350,2025-02-23,4254,Subscriptions,North America,refunded,2155.94,0,1,2025-02-23
TXN-01396,2025-02-23,5834,Invoices,Asia Pacific,approved,2089.01,1,0,2025-02-23
TXN-01423,2025-02-23,2112,Risk,Asia Pacific,approved,2094.65,1,0,2025-02-23
TXN-00137,2025-02-24,2488,Invoices,Latin America,approved,2467.36,1,0,2025-02-24
TXN-00193,2025-02-24,6916,Risk,Latin America,approved,485.3,1,0,2025-02-24
TXN-00490,2025-02-24,9313,Risk,Latin America,approved,1641.71,1,0,2025-02-24
TXN-00494,2025-02-24,6750,Risk,Middle East,approved,1276.89,1,0,2025-02-24
TXN-00625,2025-02-24,7709,Billing,North America,approved,1480.44,1,0,2025-02-24
TXN-00850,2025-02-24,5537,Subscriptions,Middle East,approved,999.47,1,0,2025-02-24
TXN-00956,2025-02-24,5284,Billing,North America,failed,749.38,0,0,2025-02-24
TXN-00967,2025-02-24,3710,Risk,North America,failed,868.47,0,0,2025-02-24
TXN-01048,2025-02-24,6262,Subscriptions,North America,approved,1203.24,1,0,2025-02-24
TXN-01181,2025-02-24,2055,Risk,North America,approved,1896.71,1,0,2025-02-24
TXN-01305,2025-02-24,2549,Risk,Europe,failed,2043.88,0,0,2025-02-24
TXN-00269,2025-02-25,1609,Payments,North America,approved,228.47,1,0,2025-02-25
TXN-00323,2025-02-25,3714,Risk,Latin America,approved,1054.95,1,0,2025-02-25
TXN-00343,2025-02-25,8347,Payments,North America,refunded,2091.44,0,1,2025-02-25
TXN-00601,2025-02-25,9217,Invoices,Middle East,approved,465.43,1,0,2025-02-25
TXN-00672,2025-02-25,7704,Payments,Middle East,approved,458.98,1,0,2025-02-25
TXN-00675,2025-02-25,3098,Risk,Europe,approved,1484.6,1,0,2025-02-25
TXN-00702,2025-02-25,1067,Subscriptions,Middle East,approved,2434.42,1,0,2025-02-25
TXN-00767,2025-02-25,7149,Risk,Middle East,refunded,1083.73,0,1,2025-02-25
TXN-00896,2025-02-25,6904,Billing,North America,refunded,2487.06,0,1,2025-02-25
